paper_id,models,link,title,year
165,WMF;BPR;EXMF;FAWMF;LIGHTGCN;SBPR;SERECBO;SOEXBMF;SAMWALKER,https://arxiv.org/pdf/2011.07734.pdf,SamWalker++: recommendation with informative sampling strategy,2020
166,BPR;NEUMF;LIGHTGCN;SASREC,https://arxiv.org/pdf/2010.11060.pdf,A Critical Study on Data Leakage in Recommender System Offline Evaluation,2020
167,BERTCF;ITEMCF;DEEPWALK;GRAPHSAGE;DSSM;AUTOINT;YOUTUBEATTFM;GRAPHSAGE;GAT;FHGAT,https://arxiv.org/pdf/2102.03787.pdf,Improving Accuracy and Diversity in Matching of Recommendation with Diversified Preference Network,2021
168,MF;BPR;NCF;IRGAN;NGCF,https://arxiv.org/pdf/2011.07739.pdf,CoSam: An Efficient Collaborative Adaptive Sampler for Recommendation,2020
169,BPR;CBPR;VBPR;AMR;MTPR,http://data-science.ustc.edu.cn/_upload/article/files/c4/4f/10f4da284171a6275429698edccf/8188ec5c-e33d-466a-be18-f18c0a4d3aa7.pdf,How to Learn Item Representation for Cold-Start Multimedia Recommendation?,2020
170,MF;FMC;FPMC;GRU4REC;CASER;LIGHTGCN;NGCF;SRGNN;DGSR,https://arxiv.org/pdf/2105.07585.pdf,Leveraging Two Types of Global Graph for Sequential Fashion Recommendation,2021
171,MOSTPOP;NFM;CASER;GRU4REC;NETITNET,https://arxiv.org/pdf/2012.07598.pdf,StackRec: Efficient Training of Very Deep Sequential Recommender Models by Iterative Stacking,2020
172,BPR;LRML;HYPERBPR;HYPERML;FM;NMF;GRAPHREC;SOCIALGCN;LIGHTGCN;HYPERSOREC,http://home.ustc.edu.cn/~wanghao3/papers/haowang_TOIS2021.pdf,HyperSoRec: Exploiting Hyperbolic User and Item Representations with Multiple Aspects for Social-aware Recommendation,2021
173,POP;BPR;MULTIVAE;EHCF;NGCF;LRGCCF;LIGHTGCN,https://arxiv.org/pdf/2107.03019.pdf,SelfCF: A Simple Framework for Self-supervised Collaborative Filtering,2021
174,BIASMF;NCF;AUTOR;GCMC;PINSAGE;NGCF;STGCN;LIGHTGCN;GCCF;DGCF;HYREC;DHCF;MHCN;SLREC;SGL;GCCF,https://arxiv.org/pdf/2204.12200.pdf,Hypergraph Contrastive Collaborative Filtering,2022
175,BPR;PINSAGE;NGCF;LIGHTGCN;SGL;HGT;HECO;NMTR;MBGCN;MATN;KHGT;EHCF;CML,https://arxiv.org/pdf/2202.08523.pdf,Contrastive Meta Learning with Behavior Multiplicity for Recommendation,2022
176,GRU4REC;CASER;SASREC;TISASREC;ARNPP;LESSR;RRN;DEEMS;SCORE;DRLREC,https://arxiv.org/pdf/2109.11790.pdf,Learning Dual Dynamic Representations on Time-Sliced User-Item Interaction Graphs for Sequential Recommendation,2021
177,SCP;MCTF;CROSSMAP;SAGCN;LIGHTGCN;HAN;DHCF;MHCN;HWNN;DISENHCN,https://arxiv.org/pdf/2208.06794.pdf,DisenHCN: Disentangled Hypergraph Convolutional Networks for Spatiotemporal Activity Prediction,2022
178,MF;NCF;NGCF;LIGHTGCN;DGCF;RS10,http://shichuan.org/doc/125.pdf,Profiling the Design Space for Graph Neural Networks based Collaborative Filtering,2022
179,BPR;PFMC;CASER;SASREC;FMBPR;ANAM;HARNN;CFSA;SNR,https://2021.ecmlpkdd.org/wp-content/uploads/2021/07/sub_1031.pdf,Modeling Multi-factor and Multi-faceted Preferences over Sequential Networks for Next Item Recommendation,2021
180,BPRMF;NMF;NEUMF;CML;TRANSCF;LRML;SML;HYPERML;NGCF;LIGHTGCN;HGCF;CMLF;AMF;AGCN;TAXOREC,https://www.cs.emory.edu/~jyang71/files/taxorec.pdf,Enhancing Recommendation with Automated Tag Taxonomy Construction in Hyperbolic Space,2022
181,BERT4REC;LIGHTGCN;MRIG;MBGCN;MBGMN;MGNN;MMR;MMCLR,https://arxiv.org/pdf/2203.10576.pdf,Multi-view Multi-behavior Contrastive Learning in Recommendation,2022
182,NCF;GCNRS;LIGTHGCN;GATRS,https://arxiv.org/pdf/2106.03415.pdf,Leveraging Tripartite Interaction Information from Live Stream E-Commerce for Improving Product Recommendation,2021
183,WRMF;BPR;MFT;LBSN2VEC;FPMC;PRME;TRIBEFLOW;STRNN;STGN;FLASHBACK,https://lilicoding.github.io/papers/wang2021timeaware.pdf,Time-aware User Modeling with Check-in Time Prediction for Next POI Recommendation,2021
184,RANDOM;POP;ITEMKNN;BMF;BPR;MLP;FISM;NAID;FLA;DEEPICF,https://arxiv.org/pdf/2102.10745.pdf,Feature-level Attentive ICF for Recommendation,2021
185,NGCF;MULTVAE;ENMF;LIGHTGCN;DREGNCF,https://arxiv.org/pdf/2101.07481.pdf,Density-Ratio Based Personalised Ranking from Implicit Feedback,2021
186,DEEPWALK;LINE;NODE2VEC;SOREC;GATNE;GRAPHREC;HANREC,https://arxiv.org/pdf/2103.05749.pdf,Connecting Latent ReLationships over Heterogeneous Attributed Network for Recommendation,2021
187,BPR;EXPOMF;NCF;CMF;MCBPR;NMTR;EHCF;ARGO,https://arxiv.org/pdf/2109.05789.pdf,ARGO: Modeling Heterogeneity in E-commerce Recommendation,2021
188,GCN;GRAPHSAGE;GAT;RGCN;NMTR;EHCF;HMGCR,https://arxiv.org/pdf/2109.02859.pdf,Hyper Meta-Path Contrastive Learning for Multi-Behavior Recommendation,2021
189,FEAE;PINSAGE;IGMC;MC;IMC;GMC;GRALS;SRGCNN;GCMC;NMTR;IMCGAE,https://arxiv.org/pdf/2108.11124.pdf,Inductive Matrix Completion Using Graph Autoencoder,2021
190,LR;BPR;SRGNN;MGNNSPRED;GCEGNN;EATNN;GRAPHREC;DIFFNET;INFNET,https://arxiv.org/pdf/2112.14446.pdf,How Powerful are Interest Diffusion on Purchasing Prediction: A Case Study of Taocode,2021
191,RNN;LSTM;BILSTM;GRU;SERM;DRCF;DEEPMOVE;FLASHBACK;LIGHTMOVE,https://arxiv.org/pdf/2108.04993.pdf,LightMove: A Lightweight Next-POI Recommendation for Taxicab Rooftop Advertising,2021
193,BPR;WRMF;NGCF;LRGCCF;LIGHTGCN;HMLET,https://arxiv.org/pdf/2111.07265.pdf,"Linear, or Non-Linear, That is the Question!",2021
194,LIGHTGCN;TIMELSTM;RRN;DEEPCPEVP;VE;JODIE;COPE,http://recmind.cn/papers/CoPE_cikm21.pdf,CoPE: Modeling Continuous Propagation and Evolution on Interaction Graph,2021
195,UBCF;IBCF;NCF;2IPS;NAIS;NGCF;KTUP;HEREC;GRAPHREC;WRMF;CML;IML;CRML;SML;MML,https://arxiv.org/pdf/2205.09670.pdf,A Unified Collaborative Representation Learning for Neural-Network based Recommender Systems,2022
196,GRU4REC;CASER;SPMF;SMLMF;LIGHTGCN;CILIGHTGCN,https://arxiv.org/pdf/2108.06889.pdf,Causal Incremental Graph Convolution for Recommender System Retraining,2021
197,NEUMF;CGCMC;NGCF;LIGHTGCN;IFBPR;MCREC;NEUACF;MACRIDVAE;DGCF;DICE;CADSI,https://arxiv.org/pdf/2202.02576.pdf,Causal Disentanglement for Semantics-Aware Intent Learning in Recommendation,2022
198,LGCN;CMF;CONET;JSCN;PCREC,https://arxiv.org/pdf/2111.08268.pdf,Pre-training Graph Neural Network for Cross Domain Recommendation,2021
199,BPRMF;LIGHTGCN;CML;SML;TRANSREC;CASER;SASREC;DT4SR;BERT4REC;STOSA,https://arxiv.org/pdf/2201.06035.pdf,Sequential Recommendation via Stochastic Self-Attention,2022
200,MLP;GCN;GRAPHSAGE;GAT;RGCN;RSHN;HAN;HETSANN;HGT;RHGNN,https://arxiv.org/pdf/2105.11122.pdf,Heterogeneous Graph Representation Learning with Relation Awareness,2021
201,NCF;VBPR;CER;NAR;CAR;CNR,https://arxiv.org/pdf/2110.14844.pdf,From Intrinsic to Counterfactual: On the Explainability of Contextualized Recommender Systems,2021
202,BPRMF;CRMF;PINSAGE;GAT;NGCF;NIAGCN;LIGHTGCN;DGCF;NGAT4REC,https://arxiv.org/pdf/2010.12256.pdf,NGAT4Rec: Neighbor-Aware Graph Attention Network For Recommendation,2020
203,BPR;LAMGDAFM;IRGAN;LIGHTGCN;RRN;GCMCRNN;DEEPCOEVOLVE;JODIE;SRMF;INCCTR;SML;IGCN,http://recmind.cn/papers/IGCN_cikm21.pdf,Incremental Graph Convolutional Network for Collaborative Filtering,2021
204,GRAPHSAGE;CTDNE;DYNGEM;DYSAT;JODIE;DEEPCOEVOLVE;TGAT;TGNS;TDIGMPNN;TCL,https://arxiv.org/pdf/2105.07944.pdf,TCL: Transformer-based Dynamic Graph Modelling via Contrastive Learning,2021
205,BPRMF;LIGHTGCN;SASREC;BERT4REC;RTASREP;ASREP;RTBICAT,https://arxiv.org/pdf/2112.06460.pdf,Self-Knowledge Distillation with Bidirectional Chronological Augmentation of Transformer for Sequential Recommendation,2021
206,NFM;GCMC;GRAPHREC;NGCF;IGCNCF,https://assets.researchsquare.com/files/rs-1737751/v1_covered.pdf?c=1655311105,An Improved Recommendation Based on Graph Convolutional Network,2022
207,TOPPOP;NEUCF;LIGHTGCN;NMRN;MBNMRN,https://sigir-ecom.github.io/ecom22Papers/paper_366.pdf,Trends-enhanced Attention & Memory Networks for E-commerce Recommendation,2022
209,BPRMF;NGCF;LIGHTGCN;HVAE;HGCF;LGCF,https://arxiv.org/pdf/2108.04607.pdf,Fully Hyperbolic Graph Convolution Network for Recommendation,2021
210,NEUMF;SLIMELASTIC;NGCF;LINE;DGCF;LIGTHGCN;BUIR;SGL;DUAL,https://arxiv.org/pdf/2203.03982.pdf,Predictive and Contrastive: Dual-Auxiliary Learning for Recommendation,2022
211,MF;DMF;GCMC;NGCF;LRGCCF;DGCF;LIGTHGCN;LGCACF,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9361663,Light Graph Convolutional Collaborative Filtering With Multi-Aspect Information,2021
212,BPR;LIGHTGCN;BUIR;VBPR;MMGCN;GRCN;DUALGNN;LATTICE;BM3,https://arxiv.org/pdf/2207.05969.pdf,Bootstrap Latent Representations for Multi-modal Recommendation,2022
213,BPR;MULTVAE;CAUSE;RELMF;UBPR;DICE;CPR,https://arxiv.org/pdf/2204.12176.pdf,Cross Pairwise Ranking for Unbiased Item Recommendation,2022
214,FM;NFM;BERT4REC;GRU4REC;JODIE;KGAT;ECFKG;RETE,https://arxiv.org/pdf/2202.06129.pdf,RETE: Retrieval-Enhanced Temporal Event Forecasting on Unified Query Product Evolutionary Graph,2022
215,MLP;GCN;GRAPHSAGE;SIGN;SAGN;GAMLP,https://arxiv.org/pdf/2112.04319.pdf,SCR: Training Graph Neural Networks with Consistency Regularization,2021
216,BERTNET;BERTFT;GCNCONV;GATCONV;DNACONV;GCNICONV;SMGCN;KDHR,https://www.researchgate.net/profile/Yun-Yang-33/publication/356102798_Multi-layer_information_fusion_based_on_graph_convolutional_network_for_knowledge-driven_herb_recommendation/links/618bd47407be5f31b762aa6f/Multi-layer-information-fusion-based-on-graph-convolutional-network-for-knowledge-driven-herb-recommendation.pdf,Multi-layer information fusion based on graph convolutional network for knowledge-driven herb recommendation,2021
217,BPR;FM;NCF;NGCF;LIGHTGCN;HGT;HAN;HEREC;LGREC;MCREC;PFHIN;GCC;GRAPHBERT;MTREC;CHEST,https://arxiv.org/pdf/2106.06722.pdf,Curriculum Pre-Training Heterogeneous Subgraph Transformer for Top-𝑁 Recommendation,2021
222,NEUMF;HOPREC;GCMC;NGCF;LIGTHGCN;QGCN,https://arxiv.org/pdf/2111.10536.pdf,Quaternion-Based Graph Convolution Network for Recommendation,2021
223,KNN;LINMAP;XDEEPFM;CDL;GROUPUTNET;HEATER;PINSAGE;PFD;STUDENT;PGD,https://arxiv.org/pdf/2105.14975.pdf,Privileged Graph Distillation for Cold Start Recommendation,2021
224,NCF;PINSAGE;GCMC;NGCF;LIGTHGCN,https://arxiv.org/pdf/2112.02275.pdf,A Multi-Strategy based Pre-Training Method for Cold-Start Recommendation,2021
225,TAHIN;HAN;HETGNN;IPE;NEUMF;LGREC;MCREC;NEM;GF;MF;DEEPFM;ITEMKNN;USERKNN;GRAPHHINGE,https://arxiv.org/pdf/2011.12683.pdf,GraphHINGE: Learning Interaction Models of Structured Neighborhood on Heterogeneous Information Network,2020
226,BPR;SBPR;NGCF;DIFFNET;SGL;LIGTHGCN;S2MHCN;MOTIFSRES,https://arxiv.org/pdf/2109.00676.pdf,Cross-motif Matching and Hierarchical Contrastive Learning for Recommendation,2021
228,BRPMF;GCMC;PINSAGE;NGCF;RESGCN;MACRIDVAE;DGCF;LIGHTGCN;DGCNHN,https://dlp-kdd.github.io/assets/pdf/DLP-KDD_2021_paper_1.pdf,Deep Graph Convolutional Networks with Hybrid Normalization for Accurate and Diverse Recommendation,2021
229,NETMF;PRONE;VAECF;MACRIDVAE;SDRL,https://arxiv.org/pdf/2010.13282.pdf,Semi-Disentangled Representation Learning in Recommendation System,2020
230,CML;BPRMF;NGCF;CONET;STAR;PPGN;EMCDR;SSCDR;TMCDR;SAVAE;VBGE;CDRIB,https://arxiv.org/pdf/2203.16863.pdf,Cross-Domain Recommendation to Cold-Start Users via Variational Information Bottleneck,2022
231,POP;ITEMKNN;FPMC;GRU4REC;NARM;SRGNN;DSAN,https://web.archive.org/web/20220709004227id_/https://dl.acm.org/doi/pdf/10.1145/3477495.3531806,Why do Semantically Unrelated Categories Appear in the Same Session? A Demand-aware Method,2022
232,NCF;POP;COM;ULALL;AGR;SOAGREE;HCR,https://shiruipan.github.io/publication/icdm-21-jia/icdm-21-jia.pdf,Hypergraph Convolutional Network for Group Recommendation,2021
233,WRMF;VAECF;TRANSCF;CML;LRML;SML;NGCF;LIGHTGCN;HAE;HAVE;HGCF;HICF,https://arxiv.org/pdf/2207.09051.pdf,HICF: Hyperbolic Informative Collaborative Filtering,2022
234,BPRMF;AMF;CDAE;ADT;NGCF;DGCF;LIGHTGCN;SGCN;SGL;RGCF,https://web.archive.org/web/20220711184125id_/https://dl.acm.org/doi/pdf/10.1145/3477495.3531889,Learning to Denoise Unreliable Interactions for Graph Collaborative Filtering,2022
235,POP;GRU4REC;SASREC;COMIREC;GCSAN;D3REC;CL4SREC;DUOREC;MCLSR,https://arxiv.org/pdf/2208.13007.pdf,Multi-level Contrastive Learning Framework for Sequential Recommendation,2022
236,BPRMF;LIGHTGCN,https://arxiv.org/pdf/2204.12326.pdf,Investigating Accuracy-Novelty Performance for Graph-based Collaborative Filtering,2022
238,LIGHTGCN;NGCF;SGGCN;IAGCN,https://arxiv.org/pdf/2204.03827.pdf,IA-GCN: Interactive Graph Convolutional Network for Recommendation,2022
239,BPR;EASE;LCFN;GFCF;ELGN;LIGHTGCN;SGLED;GDE,https://arxiv.org/pdf/2204.11346.pdf,Less is More: Reweighting Important Spectral Graph Features for Recommendation,2022
240,DEEPWALK;NODE2VEC;LINE;GCN;GRAPHSAGE;HAN;MAGNN;RGCN;GATNE;HYBRIDGNN,https://arxiv.org/pdf/2208.02068.pdf,HybridGNN: Learning Hybrid Representation for Recommendation in Multiplex Heterogeneous Networks,2022
241,POP;BIASONLY;MF;NEUMF;LIGHTGCN;EASE;MULTIVAE,https://arxiv.org/pdf/2206.02626.pdf,Infinite Recommendation Networks: A Data-Centric Approach,2022
242,LIGTHGCN;DGCF;NGAT4REC;RNGCF,https://ksiresearch.org/seke/seke21paper/paper015.pdf,Recurrent Neural Graph Collaborative Filtering,2021
243,LIGHTGCN;SGL;SIMGCL;XSIMGCL;NCL;BUIR;DNNSSL;MIXGCF,https://arxiv.org/pdf/2209.02544.pdf,XSimGCL: Towards Extremely Simple Graph Contrastive Learning for Recommendation,2022
245,ITEMKNN;BPRMF;NEUMF;LIGHTGCN;VUIKNN;NCFMLP;CONET;GRU4REC;HGRU4REC;NAIS;PSJNET;DAGCN;ISNRL;RLISN,https://arxiv.org/pdf/2206.08088.pdf,Reinforcement Learning-enhanced Shared-account Cross-domain Sequential Recommendation,2022
246,POP;SPOP;FPMC;SKNN;STAN;NARM;STAMP;CSRM;COSAN;SRGNN;GCSAN;TAGNN;FLCSP;DISENGNN;GCEGNN;S2DHCN;GSNIAS,https://arxiv.org/pdf/2202.09502.pdf,Graph Spring Network and Informative Anchor Selection for Session-based Recommendation,2022
247,NEUMF;CDAE;NGCF;LIGHTGCN,https://arxiv.org/pdf/2204.06832.pdf,Self-Guided Learning to Denoise for Robust Recommendation,2022
248,BIASMF;DMF;AUTOREC;STGCN;NGCF;DGCF;KGAT;NMTR;DIPN;MATN;NGCF;LIGHTGCN;MBGCN;KHGT;CKML,https://arxiv.org/pdf/2208.01849.pdf,Coarse-to-Fine Knowledge-Enhanced Multi-Interest Learning Framework for Multi-Behavior Recommendation,2022
249,MF;UAE;IAE;RELMF;AT;PD;MACR;CJMF;BISER,https://storage.googleapis.com/pub-tools-public-publication-data/pdf/19aa4a5bdf271d97dfc64d036c9f013c35b7a781.pdf,Bilateral Self-unbiased Learning from Biased Implicit Feedback,2022
250,BPR;NFM;GRU4REC;SASREC;LIGHTGCN,https://arxiv.org/pdf/2204.02027.pdf,A Survey on Dropout Methods and Experimental Verification in Recommendation,2022
251,NMF;SVD;PMF;AUTOREC;WIDEDEEP;DMF;GCMC;PINSAGE;IGMC;MCCF;CFNADE;GAREC,https://arxiv.org/pdf/2201.05499.pdf,Attention-Based Recommendation On Graphs,2022
252,GEBE;MHPBNE;MHSBNE;BINE;BIGI;DEEPWALK;NODE2VEC;LINE;NRP;BPR;NCF;NGCF;LIGHTGCN;GCMC;CSE;LCFN;LRGCCF;SCF,https://dl.acm.org/doi/pdf/10.1145/3514221.3517838,Scalable and Effective Bipartite Network Embedding,2022
253,POP;YDNN;GRU4REC;MIND;COMIREC;RE4,https://web.archive.org/web/20220519081247id_/https://dl.acm.org/doi/pdf/10.1145/3485447.3512094,"Re4: Learning to Re-contrast, Re-attend, Re-construct for Multi-interest Recommendation",2022
254,POP;MFNS;BPR;JRL;NCF;NEUMF;GEMRS;PINSAGE;NGCF;HYSAGE,https://arxiv.org/pdf/2208.09586.pdf,HySAGE: A Hybrid Static and Adaptive Graph Embedding Network for Context-Drifting Recommendations,2022
255,WMF;CTR;NEUMF;DEEPMF;LIGHTGCN;CDL;CVAE;DCBVN;DCCAN,https://bigdata.ustc.edu.cn/paper_pdf/2021/Chao-Wang-TOIS.pdf,Personalized and Explainable Employee Training Course Recommendations: A Bayesian Variational Approach,2021
256,BPR;EXPOMF;NCF;ENMF;LIGHTGCN;CMF;MCBPR;NMTR;MATN;MBGCN;EHCF;GHCF;MFCHCF;GMFCHCF,https://arxiv.org/pdf/2105.11876.pdf,Criterion-based Heterogeneous Collaborative Filtering for Multi-behavior Implicit Recommendation,2021
258,GMF;NEUMF;CDAE;LIGHTGCN;NORMAL;WBPR;TCE;ENSEMBLE;DECA,https://arxiv.org/pdf/2105.09605.pdf,Learning Robust Recommenders through Cross-Model Agreement,2021
259,MFBPR;FM;NFM;FISM;CKE;LIGHTGCN;KGPOLICY;RCF;RAMGNN,https://arxiv.org/pdf/2111.14036.pdf,Pre-training Recommender Systems via Reinforced Attentive Multi-relational Graph Neural Network,2021
260,NEUMF;CAUSPREF;IPS;CAUSE;LIGHTGCN;CAUSPREF,https://dl.acm.org/doi/pdf/10.1145/3485447.3511969,CausPref: Causal Preference Learning for Out-of-Distribution Recommendation,2022
261,MF;AUTOREC;NEUMF;DSSM;DHA;ASDAE;HIRE;DEEPCF;INPNCF,https://arxiv.org/pdf/2203.07463.pdf,Simultaneous Learning of the Inputs and Parameters in Neural Collaborative Filtering,2022
262,NCF;DEEPMUSIC;METAEMB;DROPOUTNET;HEATER;GARCF;LIGHTGCN;GARGNN,https://web.archive.org/web/20220709064127id_/https://dl.acm.org/doi/pdf/10.1145/3477495.3531897,Generative Adversarial Framework for Cold-Start Item Recommendation,2022
263,POP;BPR;FPMC;TRANSREC;CASER;SASREC;DSS;VSAN;EGDGNN,https://arxiv.org/pdf/2111.10539.pdf,Edge-Enhanced Global Disentangled Graph Neural Network for Sequential Recommendation,2021
264,POP;BPRMF;NEUMF;GCMC;PINSAGE;NGCF;LIGHTGCN;STAM,https://dl.acm.org/doi/pdf/10.1145/3485447.3512041,STAM: A Spatiotemporal Aggregation Method for Graph Neural Network-based Recommendation,2022
265,MF;MFBPR;LIGHTGCN;DEEPICF;CDAE;MCBPR;IPR,https://web.archive.org/web/20220712185745id_/https://dl.acm.org/doi/pdf/10.1145/3477495.3531777,IPR: Interaction-level Preference Ranking for Explicit Feedback,2022
266,NGCF;LIGHTGCN;SGLED;CMPPSP,https://www.aaai.org/AAAI22Papers/SA-00160-ChengZ.pdf,Learning Contrastive Multi-View Graphs for Recommendation,2022
267,BPR;LIGHTGCN;NFM;IFM;GFCF;RRN;DEEPCOEVOLVE;JODIE;SPMF;INCCTR;SML;FIRE,https://web.archive.org/web/20220428072906id_/https://dl.acm.org/doi/pdf/10.1145/3485447.3512108,FIRE: Fast Incremental Recommendation with Graph Signal Processing,2022
268,ITEMPOP;DMF;ANR;CASER;SASREC;LINEARUCB;DKNN;TRGIR,https://dl.acm.org/doi/pdf/10.1145/3522596,A Text-based Deep Reinforcement Learning Framework Using Self-supervised Graph Representation for Interactive Recommendation,2022
269,RANDOM;CLIP;MMGCN;GPTGNN;GRAPHBERT;PMGT;GCNP,https://web.archive.org/web/20220703132743id_/https://dl.acm.org/doi/pdf/10.1145/3512527.3531378,Multi-Modal Contrastive Pre-training for Recommendation,2022
270,BPR;NCF;GCMC;LIGHTGCN;SGL;CKE;RIPPLENET;KGCN;KGAT;KGIN;CKAN;MVIN;KGCL,https://arxiv.org/pdf/2205.00976.pdf,Knowledge Graph Contrastive Learning for Recommendation,2022
271,BIASMF;NCF;AUTOR;GCMC;PINSAGE;NGCF;STGCN;LIGHTGCN;GCCF;DGCF;HYREC;DHCF;MHCN;SLREC;SGL;SHT,https://arxiv.org/pdf/2207.14338.pdf,Self-Supervised Hypergraph Transformer for Recommender Systems,2022
273,NCF;NGCF;LIGHTGCN;GRAPHREC;SAMN;DIFFNET;FUSEREC;DANSER,https://lihui.info/doc/TOIS22.pdf,SPEX: A Generic Framework for Enhancing Neural Social Recommendation,2021
275,CKE;CFKG;KGAT;RIPPLENET;KGCN;LIGHTERKGCN,https://jit.ndhu.edu.tw/article/viewFile/2707/2729,LighterKGCN: A Recommender System Model Based on Bi-layer Graph Convolutional Networks,2022
276,MARKOV;LIGTHGCN;GRU4REC;DEEPMOVE;SASREC;TISASREC;STAN;MEMO,https://arxiv.org/pdf/2204.12288.pdf,Empowering Next POI Recommendation with Multi-Relational Modeling,2022
277,BPRMF;NEUMF;NGCF;LRGCCF;LIGHTGCN;SGCN;SIREN,https://arxiv.org/pdf/2108.08735.pdf,SiReN: Sign-Aware Recommendation Using Graph Neural Networks,2021
278,FM;COPYFM;MIXFM;SMFM;NFM;AFM;DCN;DEEPFM;MAXFM;MAXNFM;LIGHTGCN;DAE;MULTVAE,https://arxiv.org/pdf/2206.08661.pdf,Boosting Factorization Machines via Saliency-Guided Mixup,2022
279,SVAE;ACVAE;S3REC;CL4REC;LIGHTGCN;BPRMF;BERT4REC;SASREC;STOSA;DT4SR;CONTRASTVAE,https://arxiv.org/pdf/2209.00456.pdf,ContrastVAE: Contrastive Variational AutoEncoder for Sequential Recommendation,2022
280,BPRMF;NCF;LIGHTGCN;LFRR;PJFNN;BPJFNN;APJFNN;LGCN;IPJF;PJFFF;DPGNN,https://arxiv.org/pdf/2208.08612.pdf,Modeling Two-Way Selection Preference for Person-Job Fit,2022
281,MF;NEUMF;NGCF;MULTVAE;GRMFL;LIGHTGCN;SBB;TSA,https://arxiv.org/pdf/2110.03665.pdf,REVISITING SVD TO GENERATE POWERFUL NODE EMBEDDINGS FOR RECOMMENDATION SYSTEMS,2021
282,BPRMF;CKE;KGAT;KGIN;KMPN;NRMSBERT;CKMPN,https://arxiv.org/pdf/2204.00849.pdf,Transformer-Empowered Content-Aware Collaborative Filtering,2022
283,NEUMF;MULTVAE;NGCF;IMCGAE;IDCFLGCN;MFBPR;INMOMF;LIGTHGCN;INMOLGCN,https://arxiv.org/pdf/2107.05247.pdf,INMO: A Model-Agnostic and Scalable Module for Inductive Collaborative Filtering,2021
284,POP;SPOP;ITEMKNN;FPMC;BPRMF;GRU4REC;NARM;STAMP;GACOFOREC;SRGNN;AUTOMATE;WGIN,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9274330,WGIN: A Session-Based Recommendation Model Considering the Repeated Link Effect,2020
285,BPRMF;HYPERML;NGCF;LIGHTGCN;GGCF,https://arxiv.org/pdf/2208.01250.pdf,Geometric Interaction Augmented Graph Collaborative Filtering,2022
286,PNN;DIN;DIEN;TIEN;NGCF;LIGHTGCN;DSGL,https://arxiv.org/pdf/2109.12541.pdf,Dynamic Sequential Graph Learning for Click-Through Rate Prediction,2021
287,SVD;NCF;DEEPCONN;NARRE;DAML;SDNET;TRANSNETS;GCMC;RMG;SSG;RG;RGCL,https://arxiv.org/pdf/2204.12063.pdf,A Review-aware Graph Contrastive Learning Framework for Recommendation,2022
288,BPR;FM;TRUSTMF;NGCF;LIGHTGCN;GCSR,https://assets.researchsquare.com/files/rs-1735145/v1_covered.pdf?c=1656347139,Graph Convolution Network for Social Recommendation,2022
289,LR;FM;FWFM;DEEPFM;AUTOINT;PNN;DIN;DIEN;DSIN;GIN;FIGNN;DGENN;HIEN,https://arxiv.org/pdf/2206.00510.pdf,HIEN: Hierarchical Intention Embedding Network for Click-Through Rate Prediction,2022
290,MF;NGCF;LIGHTGCN;GCC;ADAPTD;ADAPTJ,https://arxiv.org/pdf/2112.07191.pdf,An Adaptive Graph Pre-training Framework for Localized Collaborative Filtering,2021
291,BPRMF;NEUMF;NGCF;LIGHTGCN;ULTRAGCN;MIXGCF;SGL;MLPCGREC,https://web.archive.org/web/20220711190834id_/https://dl.acm.org/doi/pdf/10.1145/3477495.3531874,An MLP-based Algorithm for Efficient Contrastive Graph Recommendations,2022
294,MF;NEUMF;NGCF;GRAPHSAINT;LIGHTGCN;MELU;METAHIN;CLCREC;TMAG,https://arxiv.org/pdf/2208.05716.pdf,Task Aligned Meta-learning based Augmented Graph for Cold-Start Recommendation,2022
295,NEURCF;NGCF;DGCF;LIGHTGCN;BIGEAR,https://arxiv.org/pdf/2206.02115.pdf,Learning Binarized Graph Representations with Multi-faceted antization Reinforcement for Top-K Recommendation,2022
